row_id,attack_id,language,original_claim,original_evidence,adversarial_claim,adversarial_evidence,gold_label,target_label,edit_granularity,technique_params,validity_flags,skip_reason
109,CA_WORD_03_Jumbling,hi,अधिक वजन का जोखिम केवल आहार से निर्धारित होता है।,डब्ल्यूएचओ नियमित शारीरिक गतिविधि को अधिक वजन और मोटापे के जोखिम को कम करने के उपायों में शामिल करता है।,जोखिम निर्धारित है। से आहार वजन होता केवल का अधिक,,REF,same_as_gold,word,"{""shuffle_type"": ""uniform_random"", ""word_order_preserved"": false}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",
110,CA_WORD_03_Jumbling,hi,मुस्लिम शख्स के पुलिस को धमकाने के दावे से वायरल यह वीडियो स्क्रिप्टेड है।,"विश्वास न्यूज़ के अनुसार, पुलिसकर्मी से बदतमीजी करने के दावे से वायरल मुस्लिम टोपी पहने शख्स का वीडियो असली घटना का नहीं, बल्कि स्क्रिप्टेड है, जिसे कलाकारों ने मिलकर बनाया है।",से पुलिस वायरल शख्स मुस्लिम है। यह स्क्रिप्टेड दावे के धमकाने के वीडियो को,,SUP,same_as_gold,word,"{""shuffle_type"": ""uniform_random"", ""word_order_preserved"": false}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",
111,CA_WORD_03_Jumbling,hi,मिथक बनाम वास्तविकता रजिस्टर केवल चुनाव परिणाम घोषित होने के बाद शुरू किया गया था।,पीआईबी की विज्ञप्ति में रजिस्टर को जारी आम चुनाव 2024 के दौरान 2 अप्रैल 2024 को शुरू किया गया बताया गया है।,शुरू होने वास्तविकता बाद रजिस्टर किया केवल गया के था। बनाम घोषित मिथक परिणाम चुनाव,,REF,same_as_gold,word,"{""shuffle_type"": ""uniform_random"", ""word_order_preserved"": false}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",
112,CA_WORD_03_Jumbling,hi,आयुष्मान भारत-प्रधानमंत्री जन आरोग्य योजना 2018 में शुरू की गई थी।,पीआईबी की हिंदी पृष्ठभूमि सामग्री में सरकार द्वारा वर्ष 2018 में एबी-पीएमजेएवाई शुरू करने की जानकारी दी गई है।,थी। की शुरू 2018 भारत-प्रधानमंत्री आयुष्मान में जन गई योजना आरोग्य,,SUP,same_as_gold,word,"{""shuffle_type"": ""uniform_random"", ""word_order_preserved"": false}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",
113,CA_WORD_03_Jumbling,hi,गिरिडीह पुलिस ने बिराजपुर जंगल से दो साइबर अपराधियों को गिरफ्तार किया।,पुलिस ने दो आरोपियों को गिरफ्तार कर आठ मोबाइल और सात सिम कार्ड बरामद किए।,जंगल साइबर किया। बिराजपुर को ने दो गिरिडीह से गिरफ्तार अपराधियों पुलिस,,SUP,same_as_gold,word,"{""shuffle_type"": ""uniform_random"", ""word_order_preserved"": false}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",
114,CA_WORD_03_Jumbling,hi,दीनदयाल अंत्योदय योजना-राष्ट्रीय ग्रामीण आजीविका मिशन के अंतर्गत 1.49 लाख बैंकिंग कॉरस्पोंडेंट सखी का उल्लेख है।,पीआईबी की हिंदी सामग्री में डीएवाई-एनआरएलएम के तहत 1.49 लाख बीसी सखी होने की जानकारी दी गई है।,बैंकिंग आजीविका अंत्योदय लाख दीनदयाल के कॉरस्पोंडेंट का मिशन ग्रामीण 1.49 सखी उल्लेख अंतर्गत है। योजना-राष्ट्रीय,,SUP,same_as_gold,word,"{""shuffle_type"": ""uniform_random"", ""word_order_preserved"": false}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",
115,CA_WORD_03_Jumbling,hi,आर्थिक समीक्षा 2020-21 ने राष्ट्रीय स्वास्थ्य मिशन को आयुष्मान भारत के साथ सामंजस्य में जारी रखने की सिफारिश की।,वित्त मंत्रालय की विज्ञप्ति में एनएचएम को आयुष्मान भारत योजना के साथ सामंजस्य में जारी रखने की सिफारिश दर्ज है।,आर्थिक सामंजस्य की। सिफारिश 2020-21 साथ राष्ट्रीय स्वास्थ्य ने की समीक्षा के रखने को में जारी मिशन भारत आयुष्मान,,SUP,same_as_gold,word,"{""shuffle_type"": ""uniform_random"", ""word_order_preserved"": false}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",
116,CA_WORD_03_Jumbling,hi,बालकृष्ण ने ए.आर. रहमान पर वायरल बयान दिया था।,विश्वास न्यूज़ के अनुसार बयान से छेड़छाड़ की गई थी।,बालकृष्ण वायरल दिया ने ए.आर. पर रहमान बयान था।,,REF,same_as_gold,word,"{""shuffle_type"": ""uniform_random"", ""word_order_preserved"": false}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",
117,CA_WORD_03_Jumbling,hi,अक्षय कुमार ने आकांक्षा दुबे की मौत के मामले में आरोपी समर सिंह को फांसी देने की मांग करते हुए यह वीडियो जारी किया था।,वीडियो के मूल संस्करण की जांच से पता चला कि यह 2017 में बेंगलुरु में महिलाओं के साथ हुई छेड़छाड़ की घटना पर अभिनेता की प्रतिक्रिया थी। बाद में इसे संपादित कर आकांक्षा दुबे मामले से जोड़कर प्रसारित किया गया।,किया की मौत देने मांग यह आरोपी सिंह हुए कुमार की को अक्षय समर फांसी दुबे करते आकांक्षा जारी था। में के मामले ने वीडियो,,REF,same_as_gold,word,"{""shuffle_type"": ""uniform_random"", ""word_order_preserved"": false}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",
118,CA_WORD_03_Jumbling,hi,जल शक्ति मंत्रालय ने 21 जनवरी 2026 को सुजल ग्राम संवाद का तीसरा संस्करण आयोजित किया।,पीआईबी विज्ञप्ति में पेयजल एवं स्वच्छता विभाग द्वारा 21 जनवरी 2026 को सुजल ग्राम संवाद का तीसरा संस्करण आयोजित करने का उल्लेख है।,संवाद जल को शक्ति आयोजित का तीसरा 2026 ग्राम मंत्रालय संस्करण किया। सुजल ने 21 जनवरी,,SUP,same_as_gold,word,"{""shuffle_type"": ""uniform_random"", ""word_order_preserved"": false}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",
119,CA_WORD_03_Jumbling,hi,जामताड़ा पुलिस ने बैंक अधिकारी बनकर साइबर ठगी करने वाले एक आरोपी को गिरफ्तार किया।,"पुलिस ने आरोपी के पास से 4.04 लाख रुपये नकद, मोबाइल फोन, सिम कार्ड और अन्य सामान बरामद किया।",ठगी बैंक किया। वाले पुलिस गिरफ्तार को बनकर एक ने साइबर करने अधिकारी आरोपी जामताड़ा,,SUP,same_as_gold,word,"{""shuffle_type"": ""uniform_random"", ""word_order_preserved"": false}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",
120,CA_WORD_03_Jumbling,hi,"एक कंट्रोल यूनिट की वर्तमान लागत 9,812 रुपये बताई गई है।","निर्वाचन आयोग के FAQ में कंट्रोल यूनिट की वर्तमान लागत 9,812 रुपये बताई गई है।","है। वर्तमान रुपये एक 9,812 कंट्रोल बताई यूनिट गई लागत की",,SUP,same_as_gold,word,"{""shuffle_type"": ""uniform_random"", ""word_order_preserved"": false}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",
121,CA_WORD_03_Jumbling,hi,विटामिन सी शरीर में आयरन के अवशोषण को घटाता है।,डब्ल्यूएचओ के अनुसार विटामिन सी से भरपूर खाद्य पदार्थ शरीर में आयरन के अवशोषण में मदद करते हैं।,में शरीर विटामिन अवशोषण आयरन है। के सी घटाता को,,REF,same_as_gold,word,"{""shuffle_type"": ""uniform_random"", ""word_order_preserved"": false}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",
122,CA_WORD_03_Jumbling,hi,लेख में प्रशिक्षण पूरा करने वाले आपदा मित्रों को स्थायी सरकारी नौकरी देने की घोषणा का उल्लेख है।,लेख में स्थायी सरकारी नौकरी देने की किसी घोषणा का उल्लेख नहीं है।,में का है। पूरा स्थायी नौकरी वाले लेख प्रशिक्षण घोषणा की मित्रों देने आपदा सरकारी को करने उल्लेख,,NEI,same_as_gold,word,"{""shuffle_type"": ""uniform_random"", ""word_order_preserved"": false}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",
123,CA_WORD_03_Jumbling,hi,अक्षय कुमार को मुंबई एयरपोर्ट पर भगवा कुर्ता पहनने की वजह से सुरक्षाकर्मियों ने रोक लिया।,द लल्लनटॉप की खबर में एयरपोर्ट पर अक्षय के पब्लिक अपीयरेंस और पैपराजी से बातचीत का वर्णन है। सुरक्षा रोक या कपड़ों को लेकर किसी विवाद का उल्लेख नहीं किया गया।,मुंबई की को कुर्ता कुमार ने सुरक्षाकर्मियों लिया। रोक वजह भगवा पहनने से अक्षय पर एयरपोर्ट,,REF,same_as_gold,word,"{""shuffle_type"": ""uniform_random"", ""word_order_preserved"": false}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",
124,CA_WORD_03_Jumbling,hi,कानपुर में एक मुस्लिम महिला के साथ छेड़छाड़ का वीडियो  फर्जी सांप्रदायिक एंगल से वायरल…,"एक आदमी का कॉलर पकड़ कर थप्पड़ बरसाती महिला का  वीडियो  सोशल मीडिया पर तेजी से वायरल हो रहा है। वीडियो में दिखाई दे रहा है कि मार खाते हुए ये आदमी बार-बार बुर्का पहनी इस महिला से माफी मांगता है और कहता है कि वो दोबारा ये गलती नहीं दोहराएगा। वायरल वीडियो को सांप्रदायक रूप देकर दावा किया जा रहा है कि कानपुर में एक हिन्दू आदमी ने एक मुस्लिम महिला के साथ छेड़छाड़ की, जिसके बाद महिला ने उसे सबक सिखाया। वायरल वीडियो के साथ यूजर ने लिखा है- बुर्क़ा दिखा नहीं की नफरती अंधभक्त में आशाराम वाला DNA जाग गया, ख़ैर वो बहन भी जागी हुई थी तो सही से इनाम दे दिया हरकत का! फेसबुक।आर्काइव अनुसंधान से पता चलता है कि… पड़ताल की शुरुआत में हमने वायरल वीडियो के कुछ तस्वीरों का रिवर्स इमेज सर्च किया। परिणाम में वायरल वीडियो की खबर हमेंएबीपी न्यूज़की वेबसाइट पर मिली ।   26 फरवरी 2025 को प्रकाशित इस खबर के अनुसार   यह मामला कानपुर के बेकनगंज का है, जहां महिला ने छेड़खानी कर रहे युवक की सरेआम पिटाई की। पुलिस आयुक्त अभिषेक कुमार राहुल के हवाले से बताया गया कि पकड़े गए युवक का नाम अदनान है। अदनान मानसिक रूप से बीमार चल रहा है। अगर पीड़िता की ओर से लिखित में शिकायत की जाती है तो मामले पर विधिक कार्रवाई की जाएगी। मिली जानकारी की मदद लेते हुए आगे सर्च करने पर हमेंदैनिक भास्करकी रिपोर्ट मिली। जिसमें आरोपी युवक का नाम अदनान ही बताया गया है। वहींदैनिक जागरणकी रिपोर्ट में थाना प्रभारी मतीन खान ने बताया है  कि आरोपी अदनान अहमद युवक बजरिया के हाजी अमीन का हाता निवासी है। पुलिस ने उसे हिरासत में लिया था इस दौरान उसने पुलिस से भी अभद्रता की थी। सर्च में हमें एक एक्स यूजर की पोस्ट भी मिली, जिसने इसी वीडियो को शेयर किया था। इस पोस्ट परकानपुर नगर पुलिस कमिश्नरेटने रिप्लाई करते हुए लिखा है, “प्रकरण दिनांक 25.02.2025 का है, स्थानीय पुलिस के द्वारा संज्ञान लिया गया। वीडियो में दिख रहे व्यक्ति का नाम अदनान पुत्र स्व0 अब्दुल माबूद नि0 थाना बजरिया ज्ञात हुआ है, आरोपी के परिजनों से बात की गई जिनके द्वारा बताया गया कि अदनान की मानसिक स्थिति सामान्य नहीं है, उपचार चल रहा है। आरोपी की तलाश की जा रही है। पीड़िता से तहरीर प्राप्त कर, जाँच एवं आवश्यक कार्यवाही की जाएगी।” प्रकरण दिनांक 25.02.2025 का है, स्थानीय पुलिस के द्",कानपुर साथ सांप्रदायिक एक छेड़छाड़ वायरल… वीडियो महिला में एंगल के फर्जी मुस्लिम से का,,REF,same_as_gold,word,"{""shuffle_type"": ""uniform_random"", ""word_order_preserved"": false}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",
125,CA_WORD_03_Jumbling,hi,नवाजुद्दीन सिद्दीकी ने 'सेक्रेड गेम्स 3' की रिलीज डेट 15 अगस्त 2025 घोषित की है।,"Newschecker Hindi की पड़ताल में 'सेक्रेड गेम्स 3' की तारीख वाले वायरल पोस्टों का जिक्र किया गया, लेकिन नेटफ्लिक्स या नवाजुद्दीन सिद्दीकी की ओर से कोई आधिकारिक रिलीज डेट नहीं मिली। रिपोर्ट ने वायरल सूचना को पुष्ट खबर नहीं माना।",की 2025 सिद्दीकी 'सेक्रेड ने गेम्स है। डेट 15 रिलीज अगस्त की 3' घोषित नवाजुद्दीन,,NEI,same_as_gold,word,"{""shuffle_type"": ""uniform_random"", ""word_order_preserved"": false}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",
126,CA_WORD_03_Jumbling,hi,इस क्षेत्र में एहतियाती कदम उठाना आवश्यक बताया गया है।,लेख में जोखिम कम करने के लिए एहतियाती उपायों की आवश्यकता बताई गई है।,है। कदम बताया आवश्यक एहतियाती इस उठाना क्षेत्र गया में,,SUP,same_as_gold,word,"{""shuffle_type"": ""uniform_random"", ""word_order_preserved"": false}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",
127,CA_WORD_03_Jumbling,hi,सुविधा ऑनलाइन नामांकन पोर्टल पर उम्मीदवार केवल चुनाव कार्यक्रम देख सकते थे; वे नामांकन फॉर्म या सुरक्षा राशि से संबंधित काम नहीं कर सकते थे।,"पीआईबी की विज्ञप्ति में सुविधा पोर्टल पर खाता बनाने, नामांकन फॉर्म भरने, सुरक्षा राशि जमा करने और समय-खंड देखने की सुविधा बताई गई है।",ऑनलाइन संबंधित पर केवल वे देख काम कर सकते नामांकन थे। फॉर्म नामांकन सुरक्षा नहीं सुविधा चुनाव सकते पोर्टल थे; से राशि कार्यक्रम उम्मीदवार या,,REF,same_as_gold,word,"{""shuffle_type"": ""uniform_random"", ""word_order_preserved"": false}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",
128,CA_WORD_03_Jumbling,hi,सिफलिस एक यौन संचारित संक्रमण है जिसे एंटीबायोटिक दवाओं के सही उपयोग से पूरी तरह ठीक किया जा सकता है।,"रोग नियंत्रण एवं रोकथाम केंद्र के अनुसार सिफलिस को स्वास्थ्य सेवा प्रदाता द्वारा दी गई सही एंटीबायोटिक दवाओं से पूरी तरह से ठीक किया जा सकता है, बशर्ते इलाज समय पर शुरू किया जाए।",जिसे सही संक्रमण से एक सकता तरह पूरी एंटीबायोटिक किया जा दवाओं के संचारित सिफलिस है। ठीक यौन उपयोग है,,SUP,same_as_gold,word,"{""shuffle_type"": ""uniform_random"", ""word_order_preserved"": false}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",
129,CA_WORD_03_Jumbling,hi,गुजरात विधानसभा का कार्यकाल 19 फरवरी 2018 से 18 फरवरी 2023 तक था।,पीआईबी की विज्ञप्ति में गुजरात विधानसभा की अवधि 19 फरवरी 2018 से 18 फरवरी 2023 बताई गई है।,2023 था। से फरवरी विधानसभा कार्यकाल का गुजरात 19 2018 फरवरी 18 तक,,SUP,same_as_gold,word,"{""shuffle_type"": ""uniform_random"", ""word_order_preserved"": false}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",
130,CA_WORD_03_Jumbling,hi,"भारत-बांग्लादेश सीमा का नहीं है सुरक्षाबलों का यह वायरल वीडियो, नेपाल में हुए मॉक ड्रिल का है।","नेपाल में चुनाव से पहले हुए मॉक ड्रिल का वीडियो भारत-बांग्लादेश सीमा पर भारतीय सुरक्षाबलों की तैनाती के भ्रामक दावे से वायरल। पश्चिम बंगाल में भारतीय जनता पार्टी के सत्ता में आने के बाद बांग्लादेश के साथ अपनी सीमा पर अवैध प्रवासियों के खिलाफ़ कार्रवाई तेज़ कर दी है। इसी संदर्भ से जोड़ते हुए सोशल मीडिया पर एक वीडियो वायरल किया जा रहा है, जिसमें एक खेत में सैनिकों द्वारा भीड़ पर हथियार तानने हुए दिखाया गया है। यूज़र्स द्वारा वीडियो शेयर करते हुए दावा किया जा रहा है कि पश्चिम बंगाल और बांग्लादेश सीमा पर बीएसएफ एक्शन मोड में नजर आ रही है। वीडियो को इस कैप्शन के साथ शेयर किया जा रहा है… समझमेंआयाकीसीमापरवाडबंदीअभीतकक्योंनहींहुईक्याखेलथाइसकेपीछे बांग्लादेशसीमापरजोलोगबाड़बंदीकेकाममेंजिहादीबाधाडालनेकीकोशिशकररहेथे,फिरBSFकेजवानोंनेबोलापीछेहटजाओवरनापहलीगोलीघुटनेकेनीचेलगेगी।दूसरीगोलीसीनाचीरदेगी फेसबुक पोस्ट।आर्काइव लिंक अनुसंधानसेपताचलताहैकि… हमने जांच की शुरुआत में वायरल वीडियो से फ्रेम लेकर उसे गूगल रिवर्स इमेज पर सर्च किया। परिणाम में हमेंatv newsके फेसबुक अकाउंट पर वायरल  वीडियो देखने को मिला। यहां पर वीडियो को 11 फरवरी 2026 को साझा किया गया है। वीडियो के साथ लिखे कैप्शन में नेपाल हैशटैग दिखता है। साथ ही पता कि नेपाल में चुनाव को निष्पक्ष तरीके से संपन्न कराने के लिए सुरक्षा एजेंसियों द्वारा अभ्यास किया गया। फिर हमें यहीं वीडियो फरवरी 2026 में नेपाल के अन्य मीडिया संस्थानोंराष्ट्र प्रेस मीडियाऔररातो पानाके फेसबुक अकाउंट्स पर भी अपलोड किया हुआ मिला। वीडियो को लेकर यही जानकारी दी गई कि नेपाली सेना द्वारा आगामी प्रतिनिधि सभा चुनावों की सुरक्षा व्यवस्था को लेकर रिहर्सल किया गया। आगे जांच करने पर हमें नेपाल के तनहु जिला पुलिस कार्यालय केआधिकारिक फेसबुक पेजपर 9 फरवरी 2026 को साझा की गई एक पोस्ट में वायरल फुटेज से मेल खाने वाली तस्वीरें मिलीं। यहां पोस्ट के साथ कैप्शन में लिखा था, “आगामी प्रतिनिधि सभा चुनाव स्वतंत्र, निष्पक्ष और भयमुक्त वातावरण में संपन्न कराने के लिए 26 माघ 2082 को तनहु जिले के व्यास नगर पालिका के वार्ड संख्या 5 स्थित पाटन खेल मैदान में संयुक्त मॉक वोटिंग अभ्यास आयोजित किया गया। यह अभ्यास जिला प्रशासन कार्यालय, जिला चुनाव कार्यालय, जिला पुलिस कार्यालय, नेपाली सेन","नहीं है। सीमा ड्रिल भारत-बांग्लादेश का वीडियो, यह नेपाल का का वायरल मॉक में सुरक्षाबलों हुए है",,REF,same_as_gold,word,"{""shuffle_type"": ""uniform_random"", ""word_order_preserved"": false}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",
131,CA_WORD_03_Jumbling,hi,उत्तर प्रदेश में जुलाई 2026 का निःशुल्क राशन वितरण 6 जुलाई से 20 जुलाई तक निर्धारित था।,एनडीटीवी इंडिया की हिंदी रिपोर्ट में एनएफएसए के तहत जुलाई 2026 का मुफ्त राशन 6 से 20 जुलाई तक वितरित होने की जानकारी है।,था। जुलाई उत्तर वितरण 2026 6 में प्रदेश निःशुल्क जुलाई तक का राशन 20 निर्धारित से जुलाई,,SUP,same_as_gold,word,"{""shuffle_type"": ""uniform_random"", ""word_order_preserved"": false}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",
132,CA_WORD_03_Jumbling,hi,ईवीएम का हर परिवहन असुरक्षित तरीके से किया जाता है।,निर्वाचन आयोग के अनुसार ईवीएम हमेशा विस्तृत सुरक्षा उपायों के साथ सुरक्षित तरीके से परिवहन की जाती हैं।,जाता हर का असुरक्षित परिवहन किया तरीके है। से ईवीएम,,REF,same_as_gold,word,"{""shuffle_type"": ""uniform_random"", ""word_order_preserved"": false}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",
133,CA_WORD_03_Jumbling,hi,प्रधानमंत्री अन्नदाता आय संरक्षण अभियान को 2025-26 तक जारी रखने की मंजूरी दी गई।,डीडी न्यूज हिंदी के अनुसार मंत्रिमंडल ने पीएम-आशा योजनाओं को 2025-26 तक जारी रखने की मंजूरी दी।,जारी संरक्षण मंजूरी 2025-26 दी तक की अन्नदाता को आय गई। प्रधानमंत्री रखने अभियान,,SUP,same_as_gold,word,"{""shuffle_type"": ""uniform_random"", ""word_order_preserved"": false}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",
134,CA_WORD_03_Jumbling,hi,तमिलनाडु में NDRF की केवल 2 टीमें तैनात की गई थीं।,"लेख में 28 टीमों की तैनाती का उल्लेख है, 2 टीमों का नहीं।",तैनात की में थीं। की NDRF तमिलनाडु 2 केवल गई टीमें,,REF,same_as_gold,word,"{""shuffle_type"": ""uniform_random"", ""word_order_preserved"": false}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",
135,CA_WORD_03_Jumbling,hi,50 वर्ष और उससे अधिक आयु के वयस्कों को शिंगल्स को रोकने के लिए रिकॉम्बिनेंट ज़ोस्टर वैक्सीन (आरजेडवी) लगवानी चाहिए।,सीडीसी 50 वर्ष और उससे अधिक आयु के वयस्कों को शिंगल्स और उससे जुड़ी जटिलताओं की रोकथाम के लिए रिकॉम्बिनेंट ज़ोस्टर वैक्सीन (एसएचआईएनजीआरआईएक्स/आरजेडवी) की 2 खुराकें लेने की सिफारिश करता है।,वयस्कों वैक्सीन आयु अधिक उससे को लगवानी वर्ष और चाहिए। (आरजेडवी) रिकॉम्बिनेंट रोकने के के को लिए ज़ोस्टर शिंगल्स 50,,SUP,same_as_gold,word,"{""shuffle_type"": ""uniform_random"", ""word_order_preserved"": false}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",
136,CA_WORD_03_Jumbling,hi,प्रधानमंत्री आवास योजना-ग्रामीण का उद्देश्य 2029 तक 4.95 करोड़ पात्र ग्रामीण परिवारों को बुनियादी सुविधाओं वाले घर देना है।,पीआईबी की हिंदी पृष्ठभूमि सामग्री में पीएमएवाई-जी के तहत 2029 तक 4.95 करोड़ पात्र ग्रामीण परिवारों को बुनियादी सुविधाओं वाले पक्के घर उपलब्ध कराने का लक्ष्य है।,का 4.95 प्रधानमंत्री बुनियादी ग्रामीण है। योजना-ग्रामीण सुविधाओं पात्र 2029 देना परिवारों आवास को करोड़ वाले उद्देश्य घर तक,,SUP,same_as_gold,word,"{""shuffle_type"": ""uniform_random"", ""word_order_preserved"": false}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",
137,CA_WORD_03_Jumbling,hi,वायरल तस्वीर में कंगना रनौत गैंगस्टर अबू सलेम के साथ दिखाई दे रही थीं।,BOOM की जांच में स्पष्ट हुआ कि तस्वीर में दिखाई देने वाला व्यक्ति अबू सलेम नहीं था और दावा भ्रामक था।,दिखाई दे सलेम के साथ रनौत वायरल थीं। कंगना तस्वीर में अबू गैंगस्टर रही,,REF,same_as_gold,word,"{""shuffle_type"": ""uniform_random"", ""word_order_preserved"": false}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",
138,CA_WORD_03_Jumbling,hi,नीरज चोपड़ा की ओलंपिक जीत पर केवल कंगना रनौत और अक्षय कुमार ने ही उन्हें बधाई दी थी।,जांच में पाया गया कि कई बॉलीवुड कलाकारों ने नीरज चोपड़ा को बधाई दी थी। इसलिए वायरल दावा सही नहीं था।,नीरज केवल थी। उन्हें अक्षय ने दी चोपड़ा ओलंपिक की जीत बधाई कंगना और रनौत ही पर कुमार,,SUP,same_as_gold,word,"{""shuffle_type"": ""uniform_random"", ""word_order_preserved"": false}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",
139,CA_WORD_03_Jumbling,hi,एनीमिया वाले हर बच्चे को स्कूल से एक महीने की छुट्टी लेनी चाहिए।,"डब्ल्यूएचओ बच्चों में एनीमिया के स्वास्थ्य प्रभाव बताता है, लेकिन एक महीने की स्कूल छुट्टी का सार्वभौमिक निर्देश नहीं देता।",एक चाहिए। लेनी स्कूल एनीमिया से बच्चे को हर छुट्टी की महीने वाले,,NEI,same_as_gold,word,"{""shuffle_type"": ""uniform_random"", ""word_order_preserved"": false}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",
140,CA_WORD_03_Jumbling,hi,धूम्रपान सीओपीडी का एक प्रमुख जोखिम कारक है।,डब्ल्यूएचओ तंबाकू धूम्रपान को सीओपीडी का प्रमुख कारण/जोखिम कारक बताता है।,सीओपीडी जोखिम है। प्रमुख कारक का एक धूम्रपान,,SUP,same_as_gold,word,"{""shuffle_type"": ""uniform_random"", ""word_order_preserved"": false}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",
141,CA_WORD_03_Jumbling,hi,मंजू देवी अपने घर में रखा आठ तोला सोना वहीं छोड़कर निकल गईं।,लेख में आठ तोला सोना घर में छूट जाने की बात कही गई है।,में छोड़कर आठ अपने गईं। तोला निकल मंजू वहीं सोना देवी घर रखा,,SUP,same_as_gold,word,"{""shuffle_type"": ""uniform_random"", ""word_order_preserved"": false}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",
142,CA_WORD_03_Jumbling,hi,लेख में कार्यशाला के दौरान विद्यार्थियों के लिए राज्य स्तरीय आपदा प्रबंधन प्रतियोगिता आयोजित करने की घोषणा का उल्लेख है।,लेख में ऐसी किसी प्रतियोगिता या घोषणा का उल्लेख नहीं है।,की के प्रबंधन राज्य आपदा प्रतियोगिता उल्लेख में लेख के घोषणा कार्यशाला लिए विद्यार्थियों आयोजित का है। स्तरीय दौरान करने,,NEI,same_as_gold,word,"{""shuffle_type"": ""uniform_random"", ""word_order_preserved"": false}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",
143,CA_WORD_03_Jumbling,hi,कटनी जिले के रीठी क्षेत्र में ट्रेन छूटने के बाद एक महिला से हुए सामूहिक दुष्कर्म मामले के मुख्य आरोपी ऑटो चालक दिनेश चौधरी को पुलिस ने गिरफ्तार किया।,"पूछताछ और तकनीकी जांच के आधार पर पुलिस ने आरोपी की पहचान की और घटना में इस्तेमाल ऑटो को भी जब्त कर लिया, जबकि दूसरे आरोपी की तलाश जारी है।",ऑटो दुष्कर्म कटनी ने मुख्य महिला से सामूहिक रीठी चालक क्षेत्र ट्रेन एक किया। छूटने आरोपी में हुए के गिरफ्तार चौधरी के को मामले जिले दिनेश बाद पुलिस के,,SUP,same_as_gold,word,"{""shuffle_type"": ""uniform_random"", ""word_order_preserved"": false}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",
144,CA_WORD_03_Jumbling,hi,बैक्टीरियल मेनिनजाइटिस से बचने वालों में लंबे समय तक सुनने की हानि हो सकती है।,डब्ल्यूएचओ के अनुसार बैक्टीरियल मेनिनजाइटिस से बचने वाले कुछ लोगों में सुनने की हानि सहित दीर्घकालिक प्रभाव हो सकते हैं।,तक बैक्टीरियल सुनने सकती वालों बचने से मेनिनजाइटिस है। में हो की समय लंबे हानि,,SUP,same_as_gold,word,"{""shuffle_type"": ""uniform_random"", ""word_order_preserved"": false}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",
