row_id,attack_id,original_claim,original_evidence,adversarial_claim,adversarial_evidence,gold_label,verdict,verdict_raw,flipped,reason,fluency,meaning_preserved,excluded,gate_reason
198,CA_CHAR_05_HomoglyphPerturbation,लेख के अनुसार रविवार को पूरे उत्तराखंड में मौसम पूरी तरह साफ रहा और कहीं बारिश नहीं हुई।,"लेख में कई स्थानों पर बारिश, बर्फबारी और ओलावृष्टि का उल्लेख है।",लेख के अनुसा​र रविवार को पूरे उत्तराखंड में मौसम पूरी तरह साफ रहा और कहीं बारिश नहीं हुई।,,REF,REF,REF,False,no_flip,,,False,
199,CA_CHAR_05_HomoglyphPerturbation,'रामायण' में रणबीर और यश की भिड़ंत के लिए इंतजार करना होगा।,इंडिया टीवी: नितेश तिवारी की फिल्म 'रामायण' में रणबीर कपूर (राम) और यश (रावण) का महामुकाबला अभी शूट नहीं हुआ है। दो भागों में बन रही इस भव्य फिल्म का पहला पार्ट सस्पेंसभरे मोड़ पर खत्म होगा। इसके अलावा कोई आधिकारिक पुष्टि दर्ज नहीं है।,'रामायण' में रणबीर और यश की भिड़़ंत के लिए इंतजार करना होगा।,,NEI,NEI,NEI,False,baseline_failure,,,False,
200,CA_CHAR_05_HomoglyphPerturbation,एंटीबायोटिक प्रतिरोध विकसित होने में हर बैक्टीरिया को कम से कम एक वर्ष लगता है।,"डब्ल्यूएचओ एएमआर को समय के साथ आनुवंशिक परिवर्तनों से जुड़ी प्रक्रिया बताता है, लेकिन सभी बैक्टीरिया के लिए एक वर्ष की न्यूनतम अवधि नहीं देता।",एंटीबायोटिक प्रतिरोध विकसित हो​ने में हर बैक्टीरिया को कम से कम एक वर्ष लगता है।,,NEI,REF,REF,False,baseline_failure,,,False,
201,CA_CHAR_05_HomoglyphPerturbation,"यादृच्छिक रूप से चुनी गई 5 प्रतिशत ईवीएम और वीवीपैट में 1,000 वोट का मॉक पोल कराया जाता है।","पीआईबी की विज्ञप्ति में 5 प्रतिशत यादृच्छिक चयनित ईवीएम तथा वीवीपैट में 1,000 वोट का मॉक पोल कराने की जानकारी है।","यादृच्छिक रूप से चुनी गई 5 प्रतिशत ईवीएम और वीवीपैट में 1,000 वोट का मॉक पो​ल कराया जाता है।",,SUP,SUP,SUP,False,no_flip,,,False,
202,CA_CHAR_05_HomoglyphPerturbation,भारतीय सेना ने प्रभावित लोगों के लिए अस्थायी पुल (Bailey Bridge) का निर्माण किया।,लेख में अस्थायी पुल के निर्माण का कोई उल्लेख नहीं है।,भारतीय सेना ने​ प्रभावित लोगों के लिए अस्थायी पुल (Bailey Bridge) का निर्माण किया।,,NEI,REF,REF,False,baseline_failure,,,False,
203,CA_CHAR_05_HomoglyphPerturbation,ईवीएम और वीवीपैट का दूसरा रैंडमाइजेशन चुनाव लड़ने वाले उम्मीदवारों की मौजूदगी में मतदान केंद्र-वार और रिजर्व मशीनों के आवंटन के लिए किया जाता है।,पीआईबी की विज्ञप्ति में दूसरे रैंडमाइजेशन को उम्मीदवारों की उपस्थिति में मतदान केंद्र-वार और रिजर्व मशीनों के आवंटन से जोड़ा गया है।,ईवीएम और वीवीपैट का दूसरा रैंडमाइजेशन चुनाव लड़ने वाले उम्मीदवारों की मौजूदगी में मतदान केंद्र-वार और रिज़र्व मशीनों के आवंटन के लिए किया जाता है।,,SUP,SUP,SUP,False,no_flip,,,False,
204,CA_CHAR_05_HomoglyphPerturbation,वायरल वीडियो में खुद को सैल्यूट करने के लिए कहता शख्स फर्जी आईपीएस अधिकारी है…,"सोशल मीडिया पर एक शख्स के पुलिस से बहस करने का वीडियो तेज़ी से वायरल हो रहा है। वीडियो में वह आदमी खुद को नोएडा का IPS अफ़सर बता रहा है और वहाँ मौजूद पुलिस वालों से सैल्यूट करने की मांग कर रहा है। इस वीडियो को शेयर कर दावा किया जा रहा है कि लखनऊ में नोएडा के आईपीएस अधिकारी अपनी प्राइवेट कार से सिविल ड्रेस में लखनऊ पहुंचे थे। जब उन्होंने एक सिपाही को सैल्यूट करने के लिए कहा, तो सिपाही ने ऐसा करने से मना कर दिया क्योंकि वह तथा कथित आईपीएस आधिकारिक गाड़ी और ड्रेस में नहीं थे। वीडियो को यूपी पुलिस और योगी सरकार की तारीफ करते हुए शेयर किया जा रहा है। वायरल वीडियो के साथ यूजर ने लिखा है- सिपाही में कर्तव्य पालन करते हुए किसी IPS को रोकने का साहस तभी आता है, जब CM योगी जी जैसा हो !नोएडा के एक IPS अपनी प्राइवेट कार से लखनऊ पहुंचे थे…चेकिंग के दौरान पुलिस ने गाड़ी रोक ली…गाड़ी से उतरते ही बोले “मैं नोएडा का IPS अधिकारी हूं” फिर क्या हुआ ? आप स्वयं देखिए फेसबुक।आर्काइव अनुसंधान से पता चलता है कि… पड़ताल की शुरुआत में हमने वायरल वीडियो के तस्वीरों का रिवर्स इमेज सर्च किया। परिणाम में वायरल वीडियो हमें आजतक मेंप्रकाशितमिला। 16 जून 2026 को प्रकाशित रिपोर्ट के अनुसार, वीडियो में नजर आ रहा शख्स असली नहीं, बल्कि एक फेक आईपीएस अधिकारी था। दरअसल, लखनऊ में एक शख्स ने चाय की दुकान से 40 रुपये का बन का पैकेट लिया था और पैसे नहीं दिए थे। दुकानदार के पैसे मांगने पर वह खुद को नोएडा का आईपीएस अधिकारी बताने लगा और दुकानदार से बहस करने लगा। मौके पर पुलिस के आने पर वह उन्हें खुद को सैल्यूट करने के लिए कहने लगा। हद तो तब हो गई जब उसने असली पुलिसवालों को ही अर्दब में लेने की कोशिश की और उन्हें सैल्यूट मारने दबाव बनाने लगा। हालांकि, उसकी ये हेकड़ी ज्यादा देर नहीं टिक सकी। विवाद की शुरुआत 40 रुपये का बन खाने और पैसा न देने से हुई थी। पड़ताल के दौरान हमें दावे से जुड़ी एक अन्य न्यूज रिपोर्टद ललन टॉपकी वेबसाइट पर मिली। 16 जून 2026 को प्रकाशित रिपोर्ट के मुताबिक, महानगर क्षेत्र के गोल मार्केट चौराहे पर पुलिस की नियमित चेकिंग चल रही थी। इसी दौरान पुलिस को सूचना मिली कि एक व्यक्ति खुद को आईपीएस अधिकारी बताकर एक स्थानीय दुकानदारों से विवाद कर रहा है और उन पर धौंस जमा रहा है। सूचना मिलते ही पुलिस",वायरल वीडियो​ में खुद को सैल्यूट करने के लिए कहता शख्स फर्जी आईपीएस अधिकारी है…,,REF,SUP,SUP,False,baseline_failure,,,False,
205,CA_CHAR_05_HomoglyphPerturbation,शेखर सुमन ने छात्रों पर कार्रवाई पर भावुक प्रतिक्रिया दी।,अमर उजाला की स्टोरी बताती है कि एक्टर-होस्ट शेखर सुमन 'शेखर टूनाइट' के हालिया एपिसोड में भावुक हो गए। उन्होंने दिल्ली के जंतर-मंतर पर विरोध प्रदर्शन। पर इससे जुड़ी आधिकारिक तारीख या आंकड़े रिपोर्ट में नहीं दिए गए।,शेखर सुमन ने छात्रों पर का​र्रवाई पर भावुक प्रतिक्रिया दी।,,NEI,SUP,SUP,False,baseline_failure,,,False,
206,CA_CHAR_05_HomoglyphPerturbation,'तारक मेहता का उल्टा चश्मा' के मेकर्स एक नया शो लेकर आए हैं।,TV9 भारतवर्ष ने बताया कि टीवी शो 'तारक मेहता का उल्टा चश्मा' के मेकर्स एक नया शो लेकर आए हैं.,'तारक मेहता का उल्टा चश्मा​' के मेकर्स एक नया शो लेकर आए हैं।,,SUP,SUP,SUP,False,no_flip,,,False,
207,CA_CHAR_05_HomoglyphPerturbation,विश्वास 2026 योजना को ईपीएफ संबंधी विवादों के समाधान के लिए छह महीने के लिए शुरू किया गया।,एनडीटीवी इंडिया की रिपोर्ट विश्वास 2026 को स्वैच्छिक अनुपालन बढ़ाने और पीएफ विवाद सुलझाने की छह महीने की योजना बताती है।,विश्वास 2026 योजना​ को ईपीएफ संबंधी विवादों के समाधान के लिए छह महीने के लिए शुरू किया गया।,,SUP,SUP,SUP,False,no_flip,,,False,
208,CA_CHAR_05_HomoglyphPerturbation,"पोलियो से बचाव केवल स्वच्छ पानी पीने से संभव है, टीकाकरण से नहीं।",डब्ल्यूएचओ के अनुसार पोलियो को टीकाकरण से रोका जा सकता है।,"पोलियो से बचाव केवळ स्वच्छ पानी पीने से संभव है, टीकाकरण से नहीं।",,REF,REF,REF,False,no_flip,,,False,
209,CA_CHAR_05_HomoglyphPerturbation,रियलिटी शो 'अलायंस' में कुशाल टंडन 'ऐस ऑफ द वीक' बने।,"प्रभात खबर के मुताबिक इतना ही पता चलता है कि प्राइम वीडियो के रियलिटी शो 'अलायंस' में ट्विस्ट! कुशाल टंडन 'ऐस ऑफ द वीक' बने, कम्या पंजाबी ने की धमाकेदार एंट्री. आगे कोई पुख्ता जानकारी नहीं मिलती।",रियलिटी शो​ 'अलायंस' में कुशाल टंडन 'ऐस ऑफ द वीक' बने।,,NEI,SUP,SUP,False,baseline_failure,,,False,
210,CA_CHAR_05_HomoglyphPerturbation,लोकसभा चुनाव 2024 के छठे चरण में लगभग 11.13 करोड़ मतदाता और 1.14 लाख से अधिक मतदान केंद्र थे।,पीआईबी की हिंदी विज्ञप्ति में छठे चरण के लिए 11.13 करोड़ मतदाता और 1.14 लाख से अधिक मतदान केंद्र बताए गए हैं।,लोकसभा चुनाव 2024 के छठे चरण में ळगभग 11.13 करोड़ मतदाता और 1.14 लाख से अधिक मतदान केंद्र थे।,,SUP,SUP,SUP,False,no_flip,,,False,
211,CA_CHAR_05_HomoglyphPerturbation,"'जन नायकन' देखकर रोईं अभिनेत्री आनंदी, मेकर्स से की यह शिकायत; समर्थन में आए यूजर्स।",अमर उजाला ने पुष्टि की कि तमिल टीवी एक्ट्रेस आनंदी अजय का एक वीडियो सोशल मीडिया पर वायरल हो रहा है।,"'जन नायकन' देखकर रोईं अभिनेत्री आनंदी, मेकर्स से की​ यह शिकायत; समर्थन में आए यूजर्स।",,SUP,NEI,NEI,False,baseline_failure,,,False,
212,CA_CHAR_05_HomoglyphPerturbation,झूतिया गांव में एक परिवार के तीन लोगों की आपदा में मृत्यु हो गई।,लेख में एक ही परिवार के तीन लोगों की जान जाने का उल्लेख है।,झूतिया ग़ांव में एक परिवार के तीन लोगों की आपदा में मृत्यु हो गई।,,SUP,SUP,SUP,False,baseline_failure,,,False,
213,CA_CHAR_05_HomoglyphPerturbation,"पीएम-किसान के तहत पात्र किसान परिवारों को प्रति वर्ष 6,000 रुपये दिए जाते हैं।","कृषि मंत्रालय की विज्ञप्ति में पात्र किसान परिवारों को 2,000 रुपये की तीन समान किस्तों में प्रति वर्ष 6,000 रुपये देने का प्रावधान है।","पीएम-किसा​न के तहत पात्र किसान परिवारों को प्रति वर्ष 6,000 रुपये दिए जाते हैं।",,SUP,SUP,SUP,False,no_flip,,,False,
214,CA_CHAR_05_HomoglyphPerturbation,बिहार की शादियों में एक 35 साल पुराना भोजपुरी गाना बजता है।,"लाइव हिन्दुस्तान की रिपोर्ट में सिर्फ इतना बताया गया कि भोजपुरी गानों के शौकिन हैं? हां, तो इस गाने को पहचानिए जो बिहार और पूर्वांचल की हर शादी में बजता है, जिसके बिना वहां की शादियां अधूरी मानी जाती हैं। तारीख या आंकड़ों का उल्लेख नहीं है।",बि​हार की शादियों में एक 35 साल पुराना भोजपुरी गाना बजता है।,,NEI,NEI,NEI,False,no_flip,,,False,
215,CA_CHAR_05_HomoglyphPerturbation,"महिला पुलिसकर्मी के गर्भवती होने का दावा निकला झूठा, दिल्ली पुलिस ने सामने लाया सच।","महिला पुलिसकर्मी के प्रेग्नेंट होने की झूठी अफवाह, दिल्ली पुलिस ने किया स्पष्ट महिला न तो शादीशुदा है और न ही गर्भवती है। नीट (NEET) परीक्षा विवाद को लेकर बीते दिनों कॉकरोच जनता पार्टी (CJP) की तरफ से संसद मार्च का आयोजन किया गया था। इस दौरान मार्च निकाल रहे प्रदर्शनकारियों और पुलिस बलों के बीच तीखी झड़प हुई थी। इसी से जोड़ते हुए एक महिला पुलिसकर्मी की तस्वीर वायरल हो रही है जो बेसुध हालत में है और उसे कुछ अन्य महिला पुलिसकर्मी उठा रही है। तस्वीर को बेहद ही संवेदनशील बताया जा रहा है और दावा किया जा रहा है कि प्रदर्शन के दौरान यह महिला पुलिस अधिकारी घायल हो गई थी जिसके चलते वे अपने अपने अजन्मे बच्चे को खो बैठी। पोस्ट को इस कैप्शन के साथ शेयर किया जा रहा है… बड़ेअफ़सोसकीबातहै…जंतर–मंतरपरछात्रोंकेआंदोलनकेबीचघायलहुईगर्भवतीमहिलापुलिसअधिकारीकेअजन्मेबच्चेकोनहींबचायाजासका। बतायाजारहाहैकिएकमहिलापुलिसकोपत्थरलगाथा..वहचारमहीनेकीगर्भवतीथींऔरडॉक्टरोंकाकहनाथाकिउनकेहोनेवालेबच्चेकोबचपानाबहुतमुश्किलहै…महिलापुलिसअधिकारीकेपतिनेआरोपलगायाहैकिअभिजीतदिपकेऔरउनकेसाथियोंकेभड़काऊसंदेशोंनेहालातबिगाड़े,जिसकीकीमतएकअजन्मेबच्चेकोअपनीजानदेकरचुकानीपड़ी। फेसबुक पोस्ट।आर्काइव पोस्ट अनुसंधानसेपताचलताहैकि… हमने जांच की शुरुआत में वायरल तस्वीर का रिवर्स इमेज सर्च किया। परिणाम में हमें यही तस्वीरउदयवाणीकी वेबसाइट पर छपी एक रिपोर्ट मिली। रिपोर्ट 20 जुलाई को प्रकाशित हुई थी। तस्वीर का क्रेडिट न्यूज एजेंसी पीटीआई को दिया था। वहीं रिपोर्ट में बताया गया था कि चलो संसद मार्च के दौरान 50 से अधिक पुलिसकर्मी और प्रदर्शनकारी घायल हुए थें और 100 से अधिक लोगों को हिरासत में लिया गया था। रिपोर्ट में बताया गया कि,यह झड़प तब शुरू हुई जब कथित तौर पर सीजेपी प्रदर्शनकारियों ने सुरक्षाकर्मियों पर पत्थर फेंके थें, जिसके बाद लाठीचार्ज किया गया था। पर इस रिपोर्ट में किसी भी महिला पुलिसकर्मी के अजन्मे बच्चे की मौत का जिक्र नहीं किया गया था। यहीं तस्वीर हमें 24 जुलाई 2026 को छपीआजतककी रिपोर्ट में भी मिली। इसमें बताया गया था कि 20 जुलाई को हुई हिंसा के दौरान पुलिस पर हमला करने वालों के खिलाफ एफआईआर दर्ज करने और जांच की मांग की गई थी। रिपोर्ट में दिल्ली पुलिस के इंस्पेक्टर नंद किशोर सिंह की चोटिल तस्वीर भी साझा की गई है। लेकिन कही","महिला पुलिसकर्मी के गर्भवती होने का दावा निकला झू​ठा, दिल्ली पुलिस ने सामने लाया सच।",,REF,REF,REF,False,baseline_failure,,,False,
216,CA_CHAR_05_HomoglyphPerturbation,गुजरात के सूरत संसदीय निर्वाचन क्षेत्र से एक उम्मीदवार लोकसभा चुनाव 2024 में निर्विरोध चुना गया था।,पीआईबी की तीसरे चरण की हिंदी विज्ञप्ति में गुजरात के सूरत संसदीय निर्वाचन क्षेत्र से एक उम्मीदवार के निर्विरोध चुने जाने का उल्लेख है।,गुजरात के सूरत संसदीय निर्वाचन क्षेत्र से एक उम्मी​दवार लोकसभा चुनाव 2024 में निर्विरोध चुना गया था।,,SUP,SUP,SUP,False,no_flip,,,False,
217,CA_CHAR_05_HomoglyphPerturbation,"सुविधा 2.0 मोबाइल ऐप अभियान-संबंधी अनुमति के लिए आवश्यक आवेदन पत्र, घोषणाएं और अन्य दस्तावेज डाउनलोड करने देता है।","पीआईबी की विज्ञप्ति में सुविधा 2.0 ऐप से अभियान अनुमति हेतु आवेदन पत्र, घोषणाएं और अन्य दस्तावेज डाउनलोड करने की सुविधा बताई गई है।","सुविधा 2.0 मोबाइल ऐप अभियान-संबंधी अनुमति के लिए आवश्यक आवे​दन पत्र, घोषणाएं और अन्य दस्तावेज डाउनलोड करने देता है।",,SUP,SUP,SUP,False,no_flip,,,False,
218,CA_CHAR_05_HomoglyphPerturbation,"भारतीय दंड संहिता की धारा 500 मानहानि के लिए दो वर्ष तक के साधारण कारावास, जुर्माने या दोनों का प्रावधान बताती है।","पीआईबी की विज्ञप्ति में धारा 500 के अंतर्गत मानहानि के लिए दो वर्ष तक कारावास, जुर्माना या दोनों का उल्लेख है।","भारतीय दंड संहिता की धारा 500 मानहानि के लिए दो वर्ष तक के साधारण कारावास, जुर्माने या दो​नों का प्रावधान बताती है।",,SUP,SUP,SUP,False,no_flip,,,False,
219,CA_CHAR_05_HomoglyphPerturbation,जल जीवन मिशन-हर घर जल अगस्त 2019 में शुरू हुआ था।,पीआईबी की हिंदी विज्ञप्ति में जल जीवन मिशन-हर घर जल के अगस्त 2019 में शुरू होने का उल्लेख है।,जल जीवन मि​शन-हर घर जल अगस्त 2019 में शुरू हुआ था।,,SUP,SUP,SUP,False,no_flip,,,False,
220,CA_CHAR_05_HomoglyphPerturbation,भारत में मतदान अनिवार्य है।,निर्वाचन आयोग ने मत न देने पर खाते से राशि कटने वाले दावे के संदर्भ में स्पष्ट किया है कि भारत में अनिवार्य मतदान की कोई अवधारणा नहीं है।,भारत में मतदान अनिवा​र्य है।,,REF,REF,REF,False,no_flip,,,False,
221,CA_CHAR_05_HomoglyphPerturbation,गुंटूर का एक साल पहले का वीडियो अब विशाखापट्टनम में पुलिस की हालिया कार्रवाई का बताकर वायरल…..,"तीन युवकों की पिटाई करती पुलिस का एक वीडियो तेजी से वायरल हो रहा है। वीडियो में देखा जा सकता है कि कुछ पुलिसकर्मी तीन युवकों की डंडों से पिटाई कर रहे हैं। वीडियो को शेयर कर दावा किया जा रहा है कि आंध्र प्रदेश के विशाखापट्टनम में तीनों युवक कॉलेज की लड़कियों के साथ छेड़छाड़ करते थे और उन्हें रोजाना परेशान करते थे, जिसकी शिकायत मिलने पर आंध्र प्रदेश पुलिस ने यूपी पुलिस की तरह कार्रवाई कर युवकों की सरेआम पिटाई कर दी। वायरल वीडियो के साथ यूजर ने लिखा है- महाराज जी मुख्यमंत्री तो बस एक यूपी के बने हैं पर उनकी बजह से माहौल पूरे देश का ख़राब हों गया है..प्रदेश कोई भी हों मुख्यमंत्री कोई भी हों पब्लिक उनसें सिर्फ़ योगी एक्शन की ही माँग करती है विशाखापत्तनम में ये तीन लड़के रोज़ कॉलेज आने जाने वाली लड़कियों को छेड़ते थे जिसकी वजह से कई लड़कियों ने पढ़ाई छोड़ दी,फिर आंध्र पुलिस ने कॉलेज की लड़कियों को परेशान करने के लिए 3 युवकों को लाठियों से सरेआम पीट उन्हें यूपी पुलिस की याद दिला दी फेसबुक।आर्काइव अनुसंधान से पता चलता है कि… पड़ताल की शुरुआत में हमने वायरल वीडियो के तस्वीरों का रिवर्स इमेज सर्च किया, परिणाम में वायरल वीडियो हमेंआंध्र प्रदेशके पूर्व मुख्यमंत्री वाईएस जगन मोहन रेड्डी के आधिकारिक एक्स पर मिला । वीडियो को 27 मई 2025 को शेयर किया गया था। इससे ये साफ है कि वायरल वीडियो हाल ही का नहीं है। मौजूद जानकारी के मुताबिक, वाईएस जगन मोहन रेड्डी, राज्य पुलिस की कार्रवाई को लेकर मौजूदा एन चंद्रबाबू नायडू सरकार पर निशाना साध रहे थे। The@ncbn-led government in Andhra Pradesh is openly violating the Indian Constitution by allowing police to exercise unchecked power. Rather than upholding the rule of law, the state is being run under a harsh “Red Book Constitution” that disregards the rights and protections…pic.twitter.com/zqvwxWXolJ मिली जानकारी की मदद लेते हुए पड़ताल के दौरान हमें दावे से जुड़ी एक न्यूज रिपोर्ट‘एनडीटीवी’की वेबसाइट पर 28 मई 2025 को प्रकाशित की हुई मिली थी। इसमें वायरल वीडियो की तस्वीर को देखा जा सकता है। रिपोर्ट के अनुसार, वीडियो आंध्र प्रदेश के तेनाली का है। दरअसल, विक्टर, बाबूलाल और राकेश नाम के तीन युवक एक स्थानीय डॉन लड्डू के लिए काम करते हैं, जिन्हों",गुंटूर का एक साल पहले का वीडियो अब विशाखापट्टनम में पुलिस की हालिया कार्रवा​ई का बताकर वायरल…..,,REF,REF,REF,False,no_flip,,,False,
222,CA_CHAR_05_HomoglyphPerturbation,पीएम स्वनिधि योजना के तहत ऋण देने की अवधि 31 मार्च 2030 तक बढ़ाई गई।,पीआईबी हिंदी पृष्ठ के अनुसार पीएम स्वनिधि योजना के पुनर्गठन और विस्तार में ऋण देने की अवधि 31 मार्च 2030 तक रखी गई है।,पीएम स्वनिधि योजना के तहत ऋण देने की अवधि 31 मा​र्च 2030 तक बढ़ाई गई।,,SUP,SUP,SUP,False,no_flip,,,False,
223,CA_CHAR_05_HomoglyphPerturbation,"वायरल वीडियो का ‘धुरंधर-2’ फिल्म से नहीं है कोई नाता, यह पाकिस्तान में नशा मुक्ति अभियान का हिस्सा है।","पाकिस्तानी NGO द्वारा नशेडियों को पकड़ने का वीडियो ‘धुरंधर-2’ और भारतीय जासूसों से जोड़कर गलत तरीके से वायरल। इन दिनों फिल्म धुरंधर-2 की जबरदस्त चर्चा हो रही है। डायरेक्टर आदित्य धर के निर्देशन में बनी इस फिल्म में पाकिस्तान में मौजूद एक भारतीय जासूस हमजा अली मजारी की कहानी दिखाई गई है, जिसका किरदार रणवीर सिंह ने निभाया है। इसी से जोड़ते हुए सोशल मीडिया पर एक वीडियो वायरल किया जा रहा है,जिसमें पाकिस्तान के कुछ पुलिसकर्मियों को सड़क किनारे सोते एक शख्स को जगाते हुए देखा जा सकता है। फिर पुलिसकर्मी उस शख्स की तलाशी लेते हुए पूछताछ करते हैं और उसे दोबारा सोने के लिए कहते हैं। दावा किया जा रहा है कि धुरंधर-2 फिल्म के बाद पाकिस्तान में भारतीय जासूसों को वहां की पुलिस और स्थानीय लोगों द्वारा ढूंढा जा रहा है। वीडियो को फेसबुक पर पोस्ट करते हुए कैप्शन लिखा गया है… धुरंधर 2 से पाकिस्तान में फैला इन्फेक्शन. पाकिस्तान के ल्यारी छेत्र में पाकिस्तानी भारतीय Raw एजेंट्स को ढूंढ़ने के चक़्कर में वहां के लोकल 7 मुस्लिम को मार चुके हैं, मतलब ये लोग हम भारतीयों पर कितना विश्वास करते हैं और एक हमारा विपक्ष है फेसबुक पोस्ट।आर्काइव पोस्ट अनुसंधान से पता चलता है कि… हमने जांच की शुरुआत में वायरल वीडियो के कीफ्रेम को रिवर्स इमेज सर्च किया। परिणाम में हमें यहीं वीडियोपाकिस्तान के एक एनजीओएंटी नारकोटिक एंड क्राइम कंट्रोल के फेसबुक अकाउंट पर मिला। यहां पर वीडियो को 25 दिसंबर 2025 को अपलोड किया गया था। हमें इसी फेसबुक अकाउंट पर 25 दिसंबर 2025 को अपलोड किए गए अन्य वीडियो भी मिले। इनमें बताया गया था कि पुलिस के साथ हैदराबाद के इलाकेसे नशे के आदी कईलोगों को पकड़ा गया था। इन सभीवीडियोमें उस शख्स को देखा जा सकता है, जिसे वायरल वीडियो में यह कहते हुए दिखाया गया है कि नाश्ता कराने के लिए पुलिस आ चुकी है। हमने इस फेसबुक अकाउंट को और चेक किया तो यह पता चला कि इसमेंएनजीओ की वेबसाइटमौजूद है। इसके अनुसार, वायरल वीडियो में पुलिस के साथ दिख रहे शख्स का नाम यूनुस अमीन बताया गया है जो एएनसीसी के लिएपाकिस्तान के ऑपरेशनल डायरेक्टरहै। वहीं एएनसीसी एक सामाजिक जागरूकता संगठन हैं, जो नशे की लत और अपराध के खिलाफ लड़ने के लिए प्रतिबद्ध है। इनका मिशन शैक्षणिक संस्थानों और सार्वजनिक स्थानों का दौरा करके लोगों को नशे के","वायरल वीडियो का ‘धुरंधर-2’ फिल्म से नहीं है को​ई नाता, यह पाकिस्तान में नशा मुक्ति अभियान का हिस्सा है।",,REF,REF,REF,False,baseline_failure,,,False,
224,CA_CHAR_05_HomoglyphPerturbation,दिल्ली पुलिस ने साइहॉक 5.0 अभियान के दौरान 916 लोगों को गिरफ्तार किया।,समाचार के अनुसार 48 घंटे के अभियान में दिल्ली पुलिस ने 916 लोगों को गिरफ्तार किया।,दिल्ळी पुलिस ने साइहॉक 5.0 अभियान के दौरान 916 लोगों को गिरफ्तार किया।,,SUP,SUP,SUP,False,no_flip,,,False,
225,CA_CHAR_05_HomoglyphPerturbation,लेख में भारत के सभी पुराने भवनों को तुरंत भूकंपरोधी बनाने के लिए नई राष्ट्रीय नीति लागू करने की घोषणा का उल्लेख है।,लेख में ऐसी किसी नई राष्ट्रीय नीति या सरकारी घोषणा का उल्लेख नहीं है।,लेख में भारत के सभी पुराने भवनों को तुरंत भूकंपरोधी बनाने​ के लिए नई राष्ट्रीय नीति लागू करने की घोषणा का उल्लेख है।,,NEI,REF,REF,False,baseline_failure,,,False,
226,CA_CHAR_05_HomoglyphPerturbation,पोलियो से होने वाला पक्षाघात हर रोगी में दोनों पैरों को समान रूप से प्रभावित करता है।,"डब्ल्यूएचओ पक्षाघात की संभावना बताता है, लेकिन हर रोगी में दोनों पैरों के समान प्रभावित होने का नियम नहीं देता।",पोलियो से होने वाला पक्षाघात हर रोगी में दोनों पै​रों को समान रूप से प्रभावित करता है।,,NEI,REF,REF,False,baseline_failure,,,False,
227,CA_CHAR_05_HomoglyphPerturbation,"पीएम गतिशक्ति, जल जीवन मिशन और उड़ान को एकीकृत नियोजन पहल के रूप में सूचीबद्ध किया गया है।","पीआईबी हिंदी पृष्ठ प्रगति, पीएम गतिशक्ति, राष्ट्रीय रसद नीति, सागरमाला, पीएम-वानी, जल जीवन मिशन और उड़ान को एकीकृत नियोजन पहलों में शामिल करता है।","पीएम ग़तिशक्ति, जल जीवन मिशन और उड़ान को एकीकृत नियोजन पहल के रूप में सूचीबद्ध किया गया है।",,SUP,SUP,SUP,False,no_flip,,,False,
228,CA_CHAR_05_HomoglyphPerturbation,लेख में भूकंप की रिक्टर पैमाने पर तीव्रता का आधिकारिक आंकड़ा दिया गया है।,लेख में रिक्टर पैमाने पर भूकंप की तीव्रता का उल्लेख नहीं है।,लेख में भू​कंप की रिक्टर पैमाने पर तीव्रता का आधिकारिक आंकड़ा दिया गया है।,,NEI,REF,REF,False,baseline_failure,,,False,
229,CA_CHAR_05_HomoglyphPerturbation,अनियंत्रित मधुमेह समय के साथ नसों और रक्त वाहिकाओं को गंभीर नुकसान पहुंचा सकता है।,"विश्व स्वास्थ्य संगठन के अनुसार लंबे समय तक बढ़ा रक्त ग्लूकोज शरीर की कई प्रणालियों, विशेषकर नसों और रक्त वाहिकाओं, को गंभीर नुकसान पहुंचाता है।",अनियंत्रित मधुमेह समय के साथ नसों और रक्त वाहिकाओं को गंभीर नुकसान पहुंचा सकता​ है।,,SUP,SUP,SUP,False,no_flip,,,False,
230,CA_CHAR_05_HomoglyphPerturbation,कृषि एवं किसान कल्याण विभाग की कार्यान्वित योजनाओं की सूची में कृषि अवसंरचना कोष शामिल है।,पीआईबी सूची में कृषि अवसंरचना कोष को कृषि एवं किसान कल्याण विभाग की कार्यान्वित योजनाओं में शामिल किया गया है।,कृषि एवं किसान कल्याण विभाग की कार्यान्वित योज़नाओं की सूची में कृषि अवसंरचना कोष शामिल है।,,SUP,SUP,SUP,False,no_flip,,,False,
