row_id,attack_id,language,original_claim,original_evidence,adversarial_claim,adversarial_evidence,gold_label,target_label,edit_granularity,technique_params,validity_flags,skip_reason,injected_evidence_workaround
533,CA_06_FactMixing,hi,फिल्म उद्योग से जुड़े लोगों की वायरल कोलाज तस्वीर में पोस्टरों पर लिखा संदेश बाद में डिजिटल रूप से जोड़ा गया था।,"रिवर्स सर्च के दौरान इस कोलाज के पुराने संस्करण मिले, जिनमें कलाकार अलग संदेश वाले पोस्टर लिए हुए दिखाई देते हैं। वायरल तस्वीर में पोस्टरों के मूल पाठ को संपादित कर नया संदेश जोड़ा गया था, जिससे उसका अर्थ बदल गया।",वायरल तस्वीर में 2012 के निर्भया कांड के विरोध प्रदर्शन के दौरान के पोस्टरों का संदेश डिजिटल रूप से संपादित किया गया था।,,SUP,NEI,sentence,"{""attack_name"": ""Fact Mixing"", ""evidence_b_source"": ""same_domain_neighbor""}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",,False
534,CA_06_FactMixing,hi,"लोकसभा चुनाव 2024 के तीसरे चरण के लिए 95 संसदीय निर्वाचन क्षेत्रों में कुल 2,963 नामांकन दाखिल किए गए।","पीआईबी की हिंदी विज्ञप्ति में तीसरे चरण के 95 संसदीय निर्वाचन क्षेत्रों के लिए कुल 2,963 नामांकन दर्ज होने की जानकारी है।","पीआईबी की हिंदी विज्ञप्ति में तीसरे चरण के 95 संसदीय निर्वाचन क्षेत्रों में कुल नामांकन 2,963 होने के साथ-साथ चौथे चरण में 96 निर्वाचन क्षेत्रों के लिए 69.16 प्रतिशत मतदान दर्ज होने की जानकारी दी गई है।",,SUP,NEI,sentence,"{""attack_name"": ""Fact Mixing"", ""evidence_b_source"": ""same_domain_neighbor""}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",,False
535,CA_06_FactMixing,hi,लेख के अनुसार अगले सप्ताह राजस्थान और गुजरात में बिल्कुल भी बारिश नहीं होगी।,लेख के सार में इन क्षेत्रों में तेज बारिश का अनुमान बताया गया है।,राजधानी में तेज बारिश और हवा की संभावना जताई गई है।,,REF,NEI,sentence,"{""attack_name"": ""Fact Mixing"", ""evidence_b_source"": ""same_domain_neighbor""}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",,False
536,CA_06_FactMixing,hi,आयुष्मान भारत डिजिटल मिशन का उद्देश्य राष्ट्रीय डिजिटल स्वास्थ्य इको-सिस्टम तैयार करना है।,पीआईबी के अनुसार 2021 में शुरू किए गए एबीडीएम का उद्देश्य देश भर में राष्ट्रीय डिजिटल स्वास्थ्य इको-सिस्टम बनाना है।,भारत सरकार ने 2021 में प्रधानमंत्री-आयुष्मान भारत स्वास्थ्य अवसंरचना मिशन के तहत राष्ट्रीय डिजिटल स्वास्थ्य इको-सिस्टम बनाने के लिए एबीडीएम की शुरुआत की।,,SUP,NEI,sentence,"{""attack_name"": ""Fact Mixing"", ""evidence_b_source"": ""same_domain_neighbor""}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",,False
537,CA_06_FactMixing,hi,वयस्कों को टिटनेस और डिप्थीरिया से बचाव के लिए हर 10 साल में टिटनेस का बूस्टर शॉट (टीडी) लगवाना चाहिए।,सीडीसी (सीडीसी) टिटनेस और डिप्थीरिया से सुरक्षा बनाए रखने के लिए वयस्कों को हर 10 साल में एक टीडी या टीडीएपी बूस्टर शॉट लगवाने की सिफारिश करता है।,"सीडीसी की सिफारिश के अनुसार, हर 10 साल में टीडी या टीडीएपी बूस्टर लगवाने से वयस्कों को टिटनेस और डिप्थीरिया से सुरक्षा मिलती है, जबकि शिशुओं को स्तनपान कराने से एसआईडीएस के जोखिम को कम किया जा सकता है।",,SUP,NEI,sentence,"{""attack_name"": ""Fact Mixing"", ""evidence_b_source"": ""same_domain_neighbor""}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",,False
538,CA_06_FactMixing,hi,मोरक्को सरकार ने हादसे के पीड़ित परिवारों के लिए विशेष वित्तीय राहत पैकेज की घोषणा की।,लेख में किसी वित्तीय राहत पैकेज की घोषणा का उल्लेख नहीं है।,लेख में किसी वित्तीय सहायता पैकेज की घोषणा का उल्लेख नहीं है।,,NEI,NEI,sentence,"{""attack_name"": ""Fact Mixing"", ""evidence_b_source"": ""same_domain_neighbor""}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",,False
539,CA_06_FactMixing,hi,मतदाता सूचना पर्ची को मतदान के लिए पहचान के प्रमाण के रूप में स्वीकार किया जाता है।,पीआईबी की हिंदी विज्ञप्ति स्पष्ट कहती है कि मतदाता सूचना पर्ची को मतदाता की पहचान के प्रमाण के रूप में स्वीकार नहीं किया जाएगा।,पीआईबी की हिंदी विज्ञप्ति में कहा गया है कि मतदाता सूचना पर्ची को पहचान के प्रमाण के रूप में मान्यता नहीं दी जाएगी।,,REF,NEI,sentence,"{""attack_name"": ""Fact Mixing"", ""evidence_b_source"": ""same_domain_neighbor""}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",,False
540,CA_06_FactMixing,hi,घर से मतदान की व्यवस्था में मतदान की गोपनीयता की रक्षा के लिए कोई निर्देश नहीं हैं।,"निर्वाचन आयोग के अनुसार घर से मतदान में गोपनीयता की रक्षा के निर्देश दिए गए हैं, जिनमें जहां संभव हो वहां पूरी प्रक्रिया की वीडियो रिकॉर्डिंग भी शामिल है।",निर्वाचन आयोग ने 85+ वरिष्ठ नागरिकों और 40% या अधिक दिव्यांगता वाले मतदाताओं के लिए घर से मतदान की प्रक्रिया में गोपनीयता की रक्षा के साथ वीडियो रिकॉर्डिंग की व्यवस्था की है।,,REF,NEI,sentence,"{""attack_name"": ""Fact Mixing"", ""evidence_b_source"": ""same_domain_neighbor""}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",,False
541,CA_06_FactMixing,hi,सड़कें बंद होने के कारण पंचाचूली घूमने गए पर्यटक दारमा घाटी में फंस गए थे।,लेख में पर्यटकों के फंसने का यही कारण बताया गया है।,"सितंबर 2021 में कार्यबल के गठन के बाद, लेख में पर्यटकों के फंसने की स्थिति पर प्रकाश डाला गया है।",,SUP,NEI,sentence,"{""attack_name"": ""Fact Mixing"", ""evidence_b_source"": ""same_domain_neighbor""}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",,False
542,CA_06_FactMixing,hi,"यदि किसी मतदान केंद्र पर टेंडर वोट 14 प्रतिशत से अधिक हो जाएं, तो पुनर्मतदान अनिवार्य है।",निर्वाचन आयोग के ‘मिथक बनाम वास्तविकता’ पृष्ठ में कहा गया है कि ऐसा कोई प्रावधान नहीं है; पुनर्मतदान से संबंधित प्रावधान अलग कानून-धारा में हैं।,"निर्वाचन आयोग ने स्पष्ट किया है कि मतदाता सूची में नाम न होने पर पुनर्मतदान का कोई प्रावधान नहीं है, जिससे ऐसे मतदाता मतदान-दिन वोट नहीं दे सकते।",,REF,NEI,sentence,"{""attack_name"": ""Fact Mixing"", ""evidence_b_source"": ""same_domain_neighbor""}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",,False
543,CA_06_FactMixing,hi,अस्थमा के लक्षणों को नियंत्रित करने के लिए केवल मौखिक गोलियां ही कारगर हैं।,विश्व स्वास्थ्य संगठन के अनुसार इनहेल्ड दवाएं अस्थमा के लक्षण नियंत्रित कर सकती हैं।,विश्व स्वास्थ्य संगठन के अनुसार इनहेल्ड दवाएं अस्थमा के लक्षण नियंत्रित करने के साथ-साथ रोगियों को सक्रिय जीवन जीने में भी मदद कर सकती हैं।,,REF,NEI,sentence,"{""attack_name"": ""Fact Mixing"", ""evidence_b_source"": ""same_domain_neighbor""}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",,False
544,CA_06_FactMixing,hi,एचपीवी टीकाकरण गर्भाशय ग्रीवा के कैंसर की रोकथाम में महत्वपूर्ण है।,डब्ल्यूएचओ एचपीवी टीकाकरण को सर्वाइकल कैंसर की रोकथाम का प्रमुख उपाय बताता है।,डब्ल्यूएचओ एचपीवी और टेटनस दोनों के लिए टीकाकरण को प्रमुख रोकथाम उपाय बताता है।,,SUP,NEI,sentence,"{""attack_name"": ""Fact Mixing"", ""evidence_b_source"": ""same_domain_neighbor""}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",,False
545,CA_06_FactMixing,hi,अमाल मलिक ने तनिष्क बागची पर शोषण और उत्पीड़न का आरोप लगाया।,"भास्कर के मुताबिक, Amaal Mallik accuses Tanishk Bagchi of exploitation and harassment.","भास्कर के अनुसार, Amaal Mallik ने Tanishk Bagchi पर शोषण और उत्पीड़न का आरोप लगाया है, जबकि प्रियंका चोपड़ा अपनी फिल्म 'वाराणसी' की शूटिंग के लिए हैदराबाद पहुंच गई हैं।",,SUP,NEI,sentence,"{""attack_name"": ""Fact Mixing"", ""evidence_b_source"": ""same_domain_neighbor""}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",,False
546,CA_06_FactMixing,hi,राष्ट्रपति भवन ने सुभाष चंद्र बोस को अभिनेता प्रसेनजीत चटर्जी समझ लिया था।,ऑल्ट न्यूज़ के अनुसार ऐसा दावा गलत था और वायरल पोस्ट भ्रामक थी।,ऑल्ट न्यूज़ के अनुसार वायरल वीडियो भ्रामक था और विश्वास न्यूज़ ने पुष्टि की कि इसे गलत दावे के साथ साझा किया गया।,,REF,NEI,sentence,"{""attack_name"": ""Fact Mixing"", ""evidence_b_source"": ""same_domain_neighbor""}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",,False
547,CA_06_FactMixing,hi,वायरल तस्वीर में दिखाई दे रहा पोस्टर कैमरे से ली गई मूल फोटो का हिस्सा है।,तस्वीर की तुलना मूल संस्करण से करने पर पता चला कि पोस्टर पर लिखा संदेश बाद में डिजिटल तरीके से जोड़ा गया था। मूल फोटो में ऐसा संदेश मौजूद नहीं था।,2012 के निर्भया कांड के विरोध प्रदर्शन की मूल तस्वीर में पोस्टर पर जोड़ा गया संदेश बाद में डिजिटल तरीके से संशोधित किया गया था।,,REF,NEI,sentence,"{""attack_name"": ""Fact Mixing"", ""evidence_b_source"": ""same_domain_neighbor""}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",,False
548,CA_06_FactMixing,hi,क्या गोल्डन टेंपल के पवित्र तालाब में मुंह धोने पर एक मुस्लिम युवक को सिखों ने पीटा ?,"सोशल मीडिया पर एक वीडियो वायरल हो रहा है। इसमें कुछ लोगों को एक शख्‍स को थप्‍पड़ मारते हुए देखा जा सकता है। शख्स एक दुकान में हाथ जोड़े खड़ा दिख रहा है। इस वीडियो के साथ दावा किया जा  रहा  हैं कि जिस शख्‍स को थप्‍पड़ मारा गया, वह मुस्लिम है। इसने कुछ दिन पहले अमृतसर के स्वर्ण मंदिर के पवित्र सरोवर में कुल्ला किया था। वायरल वीडियो के साथ यूजर ने लिखा है- सिक्खों की दादागिरी हिंदुओं पर ….कुछ साल पहले एक गरीब लाचार बच्चा  किसी गुरुद्वारा के घुस गया लंगर खाने के लालच में रात में , क्योंकि वो भूखा था ….खाना तो नही मिला गरीब बच्चा को लेकिन निंले घाघरे वालो ने बच्चा को चोर बताकर पिट पिट कर मार दिया क्योंकि वो एक हिन्दू लड़का था …अब पांच दीन पहले एक मुसलमान ने उसके गुरुद्वारा के अंदर घुसकर उसके तालाब में कुल्ला किया पैर धोया थूका तालाब में फिर नमाज पढ़ा ….अमृतसर के स्वर्ण मंदिर के पवित्र सरोवर को कुल्ला करके गंदा करने वाले हाथ पैर धोने वाले और तोहिद का निशान यानी एकमात्र अल्लाह ही सर्वश्रेष्ठ है दिखाने वाले मुस्लिम की दुकान पर कुछ निहंग पहुंचे…..उसने माफी मांग लिया………… और निहंग लोगों ने माफ कर दिया….# फेसबुक।आर्काइव अनुसंधान से पता चलता है कि… पड़ताल की शुरुआत में हमने वायरल  वीडियो के  तस्वीरों का रिवर्स इमेज सर्च किया, परिणाम में वायरल वीडियो हमेंNihal Singh Ubhiनाम के फेसबुक पेज पर मिला। यहां पर वीडियो को 26 दिसंबर 2025 को पोस्ट किया गया है। फेसबुक यूजर ने वीडियो को पोस्ट करते हुए पंजाबी भाषा में  लिखा है, “सिख धर्म को लेकर गलत भाषा का प्रयोग करने वाले व्यक्ति को धर्म प्रचार कमेटी, अमृतसर ने ठीक से समझाया। उन्होंने पुलिस की मौजूदगी में लिखित में माफी मांगी। मिली जानकारी की मदद लेते हुए अधिक सर्च करने पर हमेंभास्‍कर डॉट कॉमपर भी खबर मिली। इसमें वायरल वीडियो का इस्‍तेमाल किया गया था। खबर में बताया गया कि पंजाब के मलेरकोटला में श्री गुरु गोबिंद सिंह जी पर आपत्तिजनक टिप्पणी की गई। व्यक्ति ने इसको लेकर सोशल मीडिया पर पोस्ट डाली। इस पर सिख संगठन भड़क गए। इस दौरान सिख संगठन के नेता ने व्यक्ति को थप्पड़ भी मारे। इसके बाद व्यक्ति ने अपनी गलती मानी और माफी मांगी। व्यक्ति सुरेश ऋषि जिंदल मलेरकोटला के अहमदगढ़ का रहने वाला है। हमें एक एक्‍स हैंडल पर यह वीडियो मिला। 27 दिसंबर 2025 को","सोशल मीडिया पर वायरल वीडियो में एक व्यक्ति को थप्पड़ मारते हुए दिखाया गया है, जबकि राजस्थान के श्रीगंगानगर में 13 साल की लड़की के अपहरण और गैंगरेप मामले में 18 आरोपियों की गिरफ्तारी का आक्रोश भी फैल रहा है।",,REF,NEI,sentence,"{""attack_name"": ""Fact Mixing"", ""evidence_b_source"": ""same_domain_neighbor""}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",,False
549,CA_06_FactMixing,hi,2 जनवरी 2026 तक प्रधानमंत्री मुद्रा योजना में कुल 56.32 करोड़ खाते स्वीकृत थे।,पीआईबी हिंदी पृष्ठ के अनुसार 2 जनवरी 2026 तक प्रधानमंत्री मुद्रा योजना के अंतर्गत कुल स्वीकृत खातों की संख्या 56.32 करोड़ थी।,प्रधानमंत्री मुद्रा योजना के अंतर्गत स्वीकृत खातों की संख्या 2 जनवरी 2026 तक 56.32 करोड़ जबकि पीएमजेडीवाई खातों की संख्या मार्च 2026 तक बढ़कर 57.71 करोड़ हो गई।,,SUP,NEI,sentence,"{""attack_name"": ""Fact Mixing"", ""evidence_b_source"": ""same_domain_neighbor""}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",,False
550,CA_06_FactMixing,hi,बंगापानी क्षेत्र में दो दिनों से बिजली आपूर्ति बाधित है।,लेख में बंगापानी में दो दिन से बिजली गुल होने की जानकारी दी गई है।,बंगापानी में दो दिन से बिजली गुल रहने के कारण 205 लोगों की मौत होने की आशंका जताई गई है।,,SUP,NEI,sentence,"{""attack_name"": ""Fact Mixing"", ""evidence_b_source"": ""same_domain_neighbor""}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",,False
551,CA_06_FactMixing,hi,1 जुलाई 2025 को 18 वर्ष की आयु प्राप्त कर चुके या 1 अक्टूबर 2025 तक 18 वर्ष के होने वाले युवा मतदाताओं को फॉर्म 6 में आवेदन करने के लिए प्रोत्साहित किया गया।,पीआईबी की विज्ञप्ति में 1 जुलाई 2025 को 18 वर्ष पूरे कर चुके अथवा 1 अक्टूबर 2025 तक 18 वर्ष के होने वाले युवाओं को फॉर्म 6 आवेदन हेतु प्रोत्साहित करने की बात है।,"1 जुलाई 2025 को 18 वर्ष पूरे करने वाले युवाओं को फॉर्म 6 आवेदन के लिए प्रोत्साहित किया जाएगा, जबकि 6 अक्टूबर 2025 को बिहार विधानसभा चुनाव की घोषणा के साथ आदर्श आचार संहिता लागू होगी।",,SUP,NEI,sentence,"{""attack_name"": ""Fact Mixing"", ""evidence_b_source"": ""same_domain_neighbor""}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",,False
552,CA_06_FactMixing,hi,लेख में बताया गया है कि टाटा समूह ने मनीष तिवारी के आरोपों का विस्तृत आधिकारिक जवाब जारी कर दिया।,लेख में कहा गया है कि टाटा समूह या एअर इंडिया की ओर से कोई आधिकारिक प्रतिक्रिया नहीं आई है।,"टाटा समूह और एअर इंडिया की ओर से कोई आधिकारिक प्रतिक्रिया नहीं आई, जबकि लेख में किसी बड़े नुकसान की सूचना नहीं होने का दावा किया गया है।",,REF,NEI,sentence,"{""attack_name"": ""Fact Mixing"", ""evidence_b_source"": ""same_domain_neighbor""}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",,False
553,CA_06_FactMixing,hi,रानिकोर उपचुनाव 2018 के लिए नामांकन दाखिल करने की अंतिम तिथि 6 अगस्त 2018 थी।,पीआईबी की हिंदी विज्ञप्ति के चुनाव कार्यक्रम में रानिकोर उपचुनाव के लिए नामांकन की अंतिम तिथि 6 अगस्त 2018 है।,"रानिकोर उपचुनाव के लिए नामांकन की अंतिम तिथि 6 अगस्त 2018 है, जबकि दूसरे चरण में 13 राज्यों में 1,210 उम्मीदवार चुनाव लड़ेंगे।",,SUP,NEI,sentence,"{""attack_name"": ""Fact Mixing"", ""evidence_b_source"": ""same_domain_neighbor""}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",,False
554,CA_06_FactMixing,hi,बिहार के मधुबनी जिले में बेनीपट्टी थाना क्षेत्र से अपहृत युवक रोहित कुमार को पुलिस ने 24 घंटे के भीतर सकुशल बरामद कर पांच आरोपियों को गिरफ्तार किया।,"कार्रवाई के दौरान पुलिस ने घटना में प्रयुक्त एक स्कॉर्पियो वाहन और छह मोबाइल फोन भी जब्त किए, जबकि एक आरोपी की गिरफ्तारी के लिए छापेमारी जारी है।","पुलिस ने घटनास्थल से स्कॉर्पियो वाहन और मोबाइल फोन जब्त किए, जबकि दूसरे आरोपी की तलाश जारी है।",,SUP,NEI,sentence,"{""attack_name"": ""Fact Mixing"", ""evidence_b_source"": ""same_domain_neighbor""}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",,False
555,CA_06_FactMixing,hi,लोकसभा आम चुनाव 2024 में कुल मतदाताओं की संख्या लगभग 97.98 करोड़ थी।,निर्वाचन आयोग के लोकसभा चुनाव 2024 एटलस में कुल मतदाता संख्या 97.98 करोड़ दी गई है।,"निर्वाचन आयोग के अनुसार, लोकसभा चुनाव 2024 में कुल मतदाता संख्या 97.98 करोड़ है, जबकि संसदीय निर्वाचन क्षेत्रों की संख्या 543 है।",,SUP,NEI,sentence,"{""attack_name"": ""Fact Mixing"", ""evidence_b_source"": ""same_domain_neighbor""}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",,False
556,CA_06_FactMixing,hi,नव्या योजना 24 जून 2025 को शुरू की गई महिला एवं बाल विकास मंत्रालय और कौशल विकास मंत्रालय की संयुक्त पहल है।,पीआईबी विज्ञप्ति नव्या को 24 जून 2025 को लॉन्च हुई महिला एवं बाल विकास तथा कौशल विकास एवं उद्यमिता मंत्रालय की सहयोगी पहल बताती है।,महिला एवं बाल विकास मंत्रालय की नई पहल नव्या को कौशल विकास के क्षेत्र में प्रधानमंत्री कौशल विकास योजना के तहत 2015 में शुरू की गई योजनाओं के तहत लॉन्च किया गया।,,SUP,NEI,sentence,"{""attack_name"": ""Fact Mixing"", ""evidence_b_source"": ""same_domain_neighbor""}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",,False
557,CA_06_FactMixing,hi,हर मतदान केंद्र में मतदान करने वालों की संख्या फॉर्म 17सी में दर्ज की जानी थी।,पीआईबी के अनुसार वैधानिक आवश्यकताओं के तहत प्रत्येक मतदान केंद्र पर मतदाताओं की संख्या फॉर्म 17सी में पूर्ण संख्या में दर्ज की जानी है।,"पीआईबी के अनुसार, प्रत्येक मतदान केंद्र पर मतदाताओं की संख्या फॉर्म 17सी में दर्ज की जानी है, जबकि सातवें चरण में 57 संसदीय क्षेत्रों में 63.88 प्रतिशत मतदान हुआ है।",,SUP,NEI,sentence,"{""attack_name"": ""Fact Mixing"", ""evidence_b_source"": ""same_domain_neighbor""}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",,False
558,CA_06_FactMixing,hi,सूरत साइबर क्राइम सेल ने 26.2 लाख रुपये के ऑनलाइन निवेश धोखाधड़ी मामले में पांच आरोपियों को गिरफ्तार किया।,जांच में पता चला कि धोखाधड़ी में इस्तेमाल बैंक खाता देशभर की 149 साइबर शिकायतों और 6.53 करोड़ रुपये से अधिक के संदिग्ध लेनदेन से जुड़ा हुआ था।,पुलिस ने पाया कि देशभर की 149 साइबर शिकायतों से जुड़े आरोपी के बैंक खाते का उपयोग 6.53 करोड़ रुपये से अधिक की धोखाधड़ी के लेनदेन के लिए किया जा रहा था।,,SUP,NEI,sentence,"{""attack_name"": ""Fact Mixing"", ""evidence_b_source"": ""same_domain_neighbor""}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",,False
559,CA_06_FactMixing,hi,रश्मिका मंदाना ने अपनी वायरल डीपफेक तस्वीर को असली फोटोशूट बताते हुए शेयर किया।,Newschecker Hindi ने बताया कि वायरल तस्वीर एक एडिटेड/AI-मॉर्फ्ड इमेज है और रश्मिका ने इसे अपना असली फोटोशूट नहीं बताया। उनके आधिकारिक अकाउंट्स पर ऐसी कोई पोस्ट नहीं मिली।,"रश्मिका मंदाना की वायरल तस्वीर एडिटेड है, जबकि आयुष्मान की टीम ने किसी आधिकारिक ऐलान की पुष्टि नहीं की है।",,REF,NEI,sentence,"{""attack_name"": ""Fact Mixing"", ""evidence_b_source"": ""same_domain_neighbor""}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",,False
560,CA_06_FactMixing,hi,'लॉक अप 2' में रितेश देशमुख ने योगेश रावत पर भड़के।,"TV9 भारतवर्ष की रिपोर्ट के अनुसार, 'लॉक अप 2' में TRP का घमंड दिखाने पर योगेश रावत पर रितेश देशमुख बुरी तरह से भड़के. शो से बेघर करने की धमकी मिलते ही योगेश ने मांगी हाथ जोड़कर माफी। खबर में यही जानकारी स्पष्ट रूप से दर्ज है।","योगेश रावत ने 'लॉक अप 2' में TRP को लेकर माफी मांगी, जबकि सनी देओल ने फिल्म 'बंटवारा 1947' के ट्रेलर की रिलीज तारीख साझा की।",,SUP,NEI,sentence,"{""attack_name"": ""Fact Mixing"", ""evidence_b_source"": ""same_domain_neighbor""}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",,False
561,CA_06_FactMixing,hi,आमिर खान की गौरी स्प्रैट से शादी में उनकी पूर्व पत्नियां शामिल नहीं थीं।,"आजतक की रिपोर्ट के अनुसार, आमिर खान ने गौरी स्प्रैट से रजिस्टर मैरिज की। शादी में उनके तीनों बच्चे (जुनैद, आयरा, आजाद) मौजूद रहे, लेकिन किसी भी तस्वीर या वीडियो में एक्स-वाइफ रीना दत्ता और किरण राव नजर नहीं आईं, और करीबी दोस्त सलमान खान-शाहरुख खान भी समारोह में शामिल नहीं हुए।",आमिर खान की हालिया रजिस्टर मैरिज समारोह में रीना दत्ता और किरण राव की गैरमौजूदगी के बीच वायरल वीडियो दरअसल 2024 में उनकी बेटी आयरा खान की शादी का पुराना फुटेज है।,,SUP,NEI,sentence,"{""attack_name"": ""Fact Mixing"", ""evidence_b_source"": ""same_domain_neighbor""}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",,False
562,CA_06_FactMixing,hi,महाराष्ट्र की पुण्यश्लोक अहिल्यादेवी होल्कर किसान कर्जमाफी योजना 2026 में 56 लाख किसान परिवारों के 2 लाख रुपये तक के ऋण माफ करने की बात कही गई।,एनडीटीवी इंडिया की रिपोर्ट योजना के तहत लगभग 56 लाख किसान परिवारों का दो लाख रुपये तक का ऋण माफ होने की जानकारी देती है।,एनडीटीवी इंडिया की रिपोर्ट में बताया गया है कि किसान कर्जमाफी योजना के तहत लगभग 56 लाख किसान परिवारों का दो लाख रुपये तक का ऋण माफ किया जाएगा।,,SUP,NEI,sentence,"{""attack_name"": ""Fact Mixing"", ""evidence_b_source"": ""same_domain_neighbor""}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",,False
563,CA_06_FactMixing,hi,आकांक्षा दुबे का वायरल वीडियो उनके निधन से ठीक पहले रिकॉर्ड किया गया था।,जांच में स्पष्ट हुआ कि वायरल वीडियो पुराना था और अंतिम वीडियो होने का दावा गलत था।,जांच में सामने आया कि वायरल वीडियो पुराना था और इसमें दिखाई देने वाला व्यक्ति अबू सलेम नहीं था।,,REF,NEI,sentence,"{""attack_name"": ""Fact Mixing"", ""evidence_b_source"": ""same_domain_neighbor""}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",,False
564,CA_06_FactMixing,hi,20 जनवरी 2025 तक 73 करोड़ से अधिक आयुष्मान भारत स्वास्थ्य खाते बनाए जा चुके थे।,आधिकारिक विज्ञप्ति में 20 जनवरी 2025 तक 73 करोड़ से अधिक एबीएचए सफलतापूर्वक बनाए जाने का उल्लेख है।,20 जनवरी 2025 तक 73 करोड़ से अधिक एबीएचए बनाने के साथ ही अटल पेंशन योजना के 8.59 करोड़ से अधिक सब्सक्राइबर होने का दावा किया गया है।,,SUP,NEI,sentence,"{""attack_name"": ""Fact Mixing"", ""evidence_b_source"": ""same_domain_neighbor""}","{""fluency_checked"": false, ""label_consistent"": true, ""meaning_preserved"": false}",,False
